ticker,direction,entry_time,exit_time,entry,exit,pnl,result,exit_reason
INFY_NS_1h.csv,LONG,2026-03-23 10:15:00+05:30,2026-03-23 15:15:00+05:30,1247.3495003333423,1256.171648803711,1033.7138381421355,WIN,TIME EXIT
ITC_NS_1h.csv,LONG,2025-04-04 10:15:00+05:30,2025-04-04 15:15:00+05:30,409.5480740709775,409.49516220092784,-63.68096841426512,LOSS,TIME EXIT
ITC_NS_1h.csv,LONG,2025-04-16 10:15:00+05:30,2025-04-16 15:15:00+05:30,421.34809004168767,424.2377872009278,1057.7725570271027,WIN,TIME EXIT
ITC_NS_1h.csv,LONG,2025-05-02 11:15:00+05:30,2025-05-02 12:15:00+05:30,427.5843923024808,424.59407946595866,-1129.336750928694,LOSS,STOP LOSS
ITC_NS_1h.csv,SHORT,2025-05-13 10:15:00+05:30,2025-05-13 15:15:00+05:30,431.9093376771632,428.01388778686527,1221.823280512761,WIN,TIME EXIT
ITC_NS_1h.csv,SHORT,2025-05-27 10:15:00+05:30,2025-05-27 11:15:00+05:30,439.266648993587,442.3443721980913,-1130.3399802746694,LOSS,STOP LOSS
ITC_NS_1h.csv,SHORT,2025-11-14 10:15:00+05:30,2025-11-14 14:15:00+05:30,405.69560814146325,408.53811573907666,-1118.3285570916014,LOSS,STOP LOSS
ITC_NS_1h.csv,SHORT,2025-12-01 10:15:00+05:30,2025-12-01 15:15:00+05:30,403.17380939020137,404.45212499999997,-524.4485192592723,LOSS,TIME EXIT
ITC_NS_1h.csv,SHORT,2026-01-16 10:15:00+05:30,2026-01-16 15:15:00+05:30,334.1520782955286,329.11448721313474,1659.5524330698695,WIN,TIME EXIT
ITC_NS_1h.csv,LONG,2026-01-30 10:15:00+05:30,2026-01-30 15:15:00+05:30,320.3652149514608,321.98891889953615,920.2674558126416,WIN,TIME EXIT
ITC_NS_1h.csv,SHORT,2026-02-25 10:15:00+05:30,2026-02-25 15:15:00+05:30,323.2728586079323,319.35961221313477,1474.1016536163222,WIN,TIME EXIT
ITC_NS_1h.csv,SHORT,2026-03-10 10:15:00+05:30,2026-03-10 12:15:00+05:30,305.8216656341162,307.9644061287992,-1145.3259568858373,LOSS,STOP LOSS
ITC_NS_1h.csv,LONG,2026-03-16 10:15:00+05:30,2026-03-16 15:15:00+05:30,303.4883723138086,307.1463377990723,1477.049992637304,WIN,TIME EXIT
KOTAKBANK_NS_1h.csv,SHORT,2025-04-04 10:15:00+05:30,2025-04-04 15:15:00+05:30,426.47317674878224,426.60317912292476,-90.64028330341378,LOSS,TIME EXIT
KOTAKBANK_NS_1h.csv,LONG,2025-04-16 10:15:00+05:30,2025-04-16 15:15:00+05:30,423.75130625580016,424.46765267944346,215.47597310212618,WIN,TIME EXIT
KOTAKBANK_NS_1h.csv,SHORT,2025-04-17 10:15:00+05:30,2025-04-17 11:15:00+05:30,424.10614208834096,427.07764315191736,-1122.530615689836,LOSS,STOP LOSS
KOTAKBANK_NS_1h.csv,LONG,2025-04-29 10:15:00+05:30,2025-04-29 14:15:00+05:30,444.6222066901057,441.5127398433185,-1107.2125955268828,LOSS,STOP LOSS
KOTAKBANK_NS_1h.csv,LONG,2025-04-30 11:15:00+05:30,2025-04-30 15:15:00+05:30,443.6461173207874,440.54347675817525,-1095.5287566910547,LOSS,STOP LOSS
KOTAKBANK_NS_1h.csv,LONG,2025-05-02 10:15:00+05:30,2025-05-02 11:15:00+05:30,442.20328557395226,439.11073545984846,-1082.78536851674,LOSS,STOP LOSS
KOTAKBANK_NS_1h.csv,SHORT,2025-05-15 10:15:00+05:30,2025-05-15 13:15:00+05:30,418.1595440020784,421.0893802068273,-13.27307708522801,LOSS,SL_after_TP1
KOTAKBANK_NS_1h.csv,SHORT,2025-05-27 11:15:00+05:30,2025-05-27 15:15:00+05:30,416.9720876150181,415.4076122131348,779.4206947284241,WIN,TIME EXIT
KOTAKBANK_NS_1h.csv,SHORT,2025-06-02 11:15:00+05:30,2025-06-02 15:15:00+05:30,413.5110068069309,412.9263917541504,165.59649768920642,WIN,TIME EXIT
KOTAKBANK_NS_1h.csv,SHORT,2025-06-03 10:15:00+05:30,2025-06-03 15:15:00+05:30,411.55563259795775,409.1044438934326,953.2468953729015,WIN,TIME EXIT
KOTAKBANK_NS_1h.csv,LONG,2025-07-01 10:15:00+05:30,2025-07-01 15:15:00+05:30,435.6856303199499,436.18179389953616,126.92910795013957,WIN,TIME EXIT
KOTAKBANK_NS_1h.csv,LONG,2025-07-15 11:15:00+05:30,2025-07-15 12:15:00+05:30,443.1552447164066,440.0560370729477,-1094.3608660467783,LOSS,STOP LOSS
KOTAKBANK_NS_1h.csv,LONG,2025-07-21 10:15:00+05:30,2025-07-21 15:15:00+05:30,430.58321031074263,432.6835438995362,680.88319256764,WIN,TIME EXIT
KOTAKBANK_NS_1h.csv,SHORT,2025-07-22 10:15:00+05:30,2025-07-22 15:15:00+05:30,431.1207615727363,432.2559980163574,-437.67686671932216,LOSS,TIME EXIT
KOTAKBANK_NS_1h.csv,LONG,2025-08-06 10:15:00+05:30,2025-08-06 15:15:00+05:30,400.9731934090917,400.279770980835,-300.97231575909194,LOSS,TIME EXIT
KOTAKBANK_NS_1h.csv,LONG,2025-08-12 10:15:00+05:30,2025-08-12 14:15:00+05:30,394.40537984553373,391.6471045404071,-1080.792997510293,LOSS,STOP LOSS
KOTAKBANK_NS_1h.csv,SHORT,2025-10-09 10:15:00+05:30,2025-10-09 11:15:00+05:30,424.16249783058976,427.13439375085744,-1071.9707009185636,LOSS,STOP LOSS
KOTAKBANK_NS_1h.csv,SHORT,2025-11-13 11:15:00+05:30,2025-11-13 15:15:00+05:30,415.9710703838282,415.2474980163574,208.9037218271194,WIN,TIME EXIT
KOTAKBANK_NS_1h.csv,LONG,2025-12-05 10:15:00+05:30,2025-12-05 15:15:00+05:30,427.8903972099921,430.9844122009278,1023.6307452733203,WIN,TIME EXIT
KOTAKBANK_NS_1h.csv,LONG,2025-12-10 11:15:00+05:30,2025-12-10 15:15:00+05:30,427.3242130373344,425.68704389953615,-606.847091980135,LOSS,TIME EXIT
KOTAKBANK_NS_1h.csv,LONG,2026-01-05 10:15:00+05:30,2026-01-05 11:15:00+05:30,441.1425266751587,438.0573949818593,-1064.8035154255724,LOSS,STOP LOSS
KOTAKBANK_NS_1h.csv,SHORT,2026-01-14 10:15:00+05:30,2026-01-14 15:15:00+05:30,425.0279631181422,420.51013778686524,1263.1037381845065,WIN,TIME EXIT
